# name, mass, mass_error_min, mass_error_max, radius, radius_error_min, radius_error_max, orbital_period, orbital_period_err_min, orbital_period_err_max, semi_major_axis, semi_major_axis_error_min, semi_major_axis_error_max, eccentricity, eccentricity_error_min, eccentricity_error_max, angular_distance, inclination, inclination_error_min, inclination_error_max, tzero_tr, tzero_tr_error_min, tzero_tr_error_max, tzero_tr_sec, tzero_tr_sec_error_min, tzero_tr_sec_error_max, lambda_angle, lambda_angle_error_min, lambda_angle_error_max, tzero_vr, tzero_vr_error_min, tzero_vr_error_max, temp_calculated, temp_measured, hot_point_lon, log_g, publication_status, discovered, updated, omega, omega_error_min, omega_error_max, tperi, tperi_error_min, tperi_error_max, detection_type, molecules, star_name, ra, dec, mag_v, mag_i, mag_j, mag_h, mag_k, star_distance, star_metallicity, star_mass, star_radius, star_sp_type, star_age, star_teff
HD 167042 b,1.6,,,,,,416.1,4,4,1.3,,,0.03,0.04,0.04,0.026,,,,,,,,,,,,,,,,,,,,1,2007,10/19/2007,34,40,40,2453330,120,120,detected by radial velocity,,HD 167042,272.6333333,54.2866667,5.97,,3.93,3.56,3.55,50,0.05,1.64,4.3,K1III,2.2,5020
HD 168443 b,7.659,0.0975,0.0975,,,,58.11247,0.0003,0.0003,0.2931,0.00181,0.00181,0.52883,0.00103,0.00103,0.007841,,,,,,,,,,,,,,,,,,,,1,1998,5/20/2013,172.923,0.139,0.139,15626.199,0.024,0.024,detected by radial velocity,,HD 168443,275.0166667,-9.5927778,6.92,,,,,37.38,0.04,0.995,1.51,G5,9.8,5591
HD 168443 c,17.193,0.21,0.21,,,,1749.83,0.57,0.57,2.8373,0.018,0.018,0.2113,0.0017,0.0017,0.075904,35.7,11,11,,,,,,,,,,,,,,,,,1,2001,5/20/2013,64.87,0.51,0.51,15521.3,2.2,2.2,detected by radial velocity,,HD 168443,275.0166667,-9.5927778,6.92,,,,,37.38,0.04,0.995,1.51,G5,9.8,5591
HD 168746 b,0.23,,,,,,6.403,0.001,0.001,0.065,,,0.081,0.029,0.029,0.001507,,,,,,,,,,,,,,,,,,,,1,2002,12/29/2010,16.3,20.88,20.88,2451994.7,0.4,0.4,detected by radial velocity,,HD 168746,275.4541667,-11.9225,7.95,,,,,43.12,-0.06,0.88,1.12,G5,3.75,5610
HD 1690 b,6.1,0.9,0.9,,,,533,1.7,1.7,1.3,0.02,0.02,0.64,0.04,0.04,0.004075,,,,,,,,,,,,,,,,,,,,1,2010,12/20/2010,122,8,8,54449,5,5,detected by radial velocity,,HD 1690,5.3041667,-8.2811111,9.17,,,,,319,-0.32,1.09,16.7,K1III,6.7,4393
HD 169830 b,2.88,,,,,,225.62,0.22,0.22,0.81,,,0.31,0.01,0.01,0.022302,,,,,,,,,,,,,,,,,,,,1,2000,12/23/2010,148,2,2,51923,1,1,detected by radial velocity,,HD 169830,276.9541667,-29.8166667,5.9,,,,,36.32,0.21,1.4,1.84,F8 V,4.95,6266
HD 169830 c,4.04,,,,,,2102,264,264,3.6,,,0.33,0.02,0.02,0.099119,,,,,,,,,,,,,,,,,,,,1,2003,12/23/2010,252,8,8,52516,25,25,detected by radial velocity,,HD 169830,276.9541667,-29.8166667,5.9,,,,,36.32,0.21,1.4,1.84,F8 V,4.95,6266
HD 170469 b,0.67,,,,,,1145,18,18,2.24,,,0.11,0.08,0.08,0.034477,,,,,,,,,,,,,,,,,,,,2,2007,10/31/2007,34,19,19,11669,21,21,detected by radial velocity,,HD 170469,277.2958333,11.6955556,8.21,,,,,64.97,0.3,1.14,1.22,G5IV,6.7,5810
HD 17092 b,4.6,0.3,0.3,,,,359.9,2.4,2.4,1.29,0.05,0.05,0.166,0.052,0.052,0.011835,,,,,,,,,,,,,,,,,,,,1,2007,5/7/2007,347.4,13.4,13.4,52969.5,12.3,12.3,detected by radial velocity,,HD 17092,41.5916667,49.6530556,7.73,,,,,109,0.18,2.3,,,,4650
HD 171028 b,1.98,,,,,,550,3,3,1.32,,,0.59,0.01,0.01,0.014667,,,,,,,,,,,,,,,,,,,,2,2007,11/10/2010,304,1,1,2454187,1,1,detected by radial velocity,,HD 171028,278.0625,6.9458333,8.31,,,,,90,-0.49,0.99,1.95,G0,8,5663
HD 171238 b,2.6,0.15,0.15,,,,1523,45,45,2.54,0.06,0.06,0.4,-0.065,-0.065,0.050517,,,,,,,,,,,,,,,,,,,,1,2009,8/12/2009,47,-9.8,-9.8,5062,20,20,detected by radial velocity,,HD 171238,278.6833333,-28.0722222,8.66,,,,,50.28,0.17,0.943,,KOV,4.92,5467
HD 17156 b,3.191,0.033,0.033,1.095,0.02,0.02,21.2163979,1.59E-05,1.59E-05,0.1623,0.002,0.002,0.6768,0.0034,0.0034,0.002074,87.21,0.31,0.31,4884.02817,7.30E-05,7.30E-05,,,,,,,,,,,,,,1,2007,5/31/2013,121.71,0.43,0.43,3738.529,0.5,0.5,detected by transit,,HD 17156,42.4333333,71.7533333,8.17,,,,,78.24,0.24,1.275,1.508,G0,3.38,6079
HD 173416 b,2.7,0.3,0.3,,,,323.6,2.2,2.2,1.16,0.06,0.06,0.21,0.04,0.04,0.008593,,,,,,,,,,,,,,,,,,,,1,2009,1/12/2009,254,11,11,3465.8,8.3,8.3,detected by radial velocity,,HD 173416,280.9,36.5566667,6.06,,,,,135,,2,13.5,G8,,4683
HD 175167 b,7.8,3.5,3.5,,,,1290,22,22,2.4,0.05,0.05,0.54,0.09,0.09,0.03581,,,,,,,,,,,,,,,,,,,,1,2010,1/26/2010,342,9,9,24553598,48,48,detected by radial velocity,,HD 175167,285.0041667,-69.9441667,9.18,,,,,67.02,0.19,1.102,,G5 IV/V,,
HD 175541 b,0.61,,,,,,297.3,6,6,1.03,,,0.33,0.2,0.2,0.008047,,,,,,,,,,,,,,,,,,,,1,2007,4/20/2007,183,30,30,2450213,20,20,detected by radial velocity,,HD 175541,283.9208333,4.2652778,8.03,,,,,128,-0.07,1.65,3.85,G8IV,1.9,5060
HD 176051 b,1.5,0.3,0.3,,,,1016,40,40,1.76,,,0,,,0.117412,,,,,,,,,,,,,,,,,,,,1,2010,10/22/2010,,,,,,,detected by astrometry,,HD 176051,284.2583333,32.9013889,5.22,,,,,14.99,,,,,,
HD 177830 b,1.49,0.03,0.03,,,,406.6,0.4,0.4,1.2218,0.0008,0.0008,0.0009,0.004,0.004,0.020708,,,,,,,,,,,,,,,,,,,,1,1999,8/17/2012,85,31,31,10154,35,35,detected by radial velocity,,HD 177830,286.3333333,25.9205556,7.18,,,,,59,0.55,1.47,2.99,K0IV,4.4,4948
HD 177830 c,0.15,0.03,0.03,,,,110.9,0.3,0.3,0.5137,0.0006,0.0006,0.3495,0.0002,0.0002,0.008707,,,,,,,,,,,,,,,,,,,,1,2010,8/17/2012,110,2,2,10179,2,2,detected by radial velocity,,HD 177830,286.3333333,25.9205556,7.18,,,,,59,0.55,1.47,2.99,K0IV,4.4,4948
HD 178911 B b,6.292,0.059,0.059,,,,71.487,0.018,0.018,0.32,,,0.1243,0.0075,0.0075,0.006848,,,,,,,,,,,,,,,,,,,,1,2001,12/29/2010,169.8,3.6,3.6,50305.7,0.62,0.62,detected by radial velocity,,HD 178911 B,287.2625,34.5997222,7.98,,,,,46.73,0.28,1.07,1.14,G5,5.2,5650
HD 179079 b,0.08,,,,,,14.476,0.011,0.011,0.11,,,0.115,0.087,0.087,0.001727,,,,,,,,,,,,,,,,,,,,1,2009,8/13/2009,357,62,62,2454400.5,2.4,2.4,detected by radial velocity,,HD 179079,287.7916667,-2.6383333,7.95,,,,,63.69,0.29,1.087,1.48,G5IV,,5724
HD 179949 b,0.95,0.04,0.04,,,,3.0925,3.00E-05,3.00E-05,0.045,0.001,0.001,0.022,0.014,0.014,0.001667,,,,,,,,,,,,,,,,,,,,1,2000,1/30/2013,183,34,34,51793.98,0.029,0.029,detected by radial velocity,,HD 179949,288.8875,-24.1791667,6.25,,,,,27,0.22,1.28,1.19,F8 V,2.05,6260
HD 180314 b,22,,,,,,396.03,0.62,0.62,1.4,,,0.257,0.01,0.01,0.010606,,,,,,,,,,,,,,,,,,,,1,2010,8/5/2011,302.1,2.3,2.3,3565.9,3.1,3.1,detected by radial velocity,,HD 180314,288.7083333,31.8602778,6.61,,,,,132,0.2,2.6,9.2,K0,,4917
HD 180902 b,1.6,0.2,0.2,,,,479,13,13,1.39,0.04,0.04,0.09,0.11,0.11,0.012636,,,,,,,,,,,,,,,,,,,,2,2010,3/19/2010,300,100,100,2454690,130,130,detected by radial velocity,,HD 180902,289.825,-23.5580556,7.78,,,,,110,0.04,1.52,4.1,K0III/IV,2.8,5030
HD 181342 b,3.3,0.2,0.2,,,,663,29,29,1.78,0.07,0.07,0.177,0.057,0.057,0.016094,,,,,,,,,,,,,,,,,,,,2,2010,3/19/2010,281,30,30,2454881,50,50,detected by radial velocity,,HD 181342,290.2666667,-23.6194444,7.55,,,,,110.6,0.26,1.84,4.6,K0III,1.8,5014
HD 181433 b,0.0238,,,,,,9.3743,0.0019,0.0019,0.08,,,0.396,0.062,0.062,0.003059,,,,,,,,,,,,,,,,,,,,3,2008,6/3/2013,202,10,10,54542,0.26,0.26,detected by radial velocity,,HD 181433,291.2916667,-66.4688889,8.38,,6.66,6.24,6.09,26.15,0.33,0.78,,K3IV,,4962
HD 181433 c,0.64,,,,,,962,15,15,1.76,,,0.28,0.02,0.02,0.067304,,,,,,,,,,,,,,,,,,,,3,2008,6/3/2013,21.4,3.2,3.2,53235,7.3,7.3,detected by radial velocity,,HD 181433,291.2916667,-66.4688889,8.38,,6.66,6.24,6.09,26.15,0.33,0.78,,K3IV,,4962
HD 181433 d,0.54,,,,,,2172,158,158,3,,,0.48,0.05,0.05,0.114723,,,,,,,,,,,,,,,,,,,,1,2008,6/3/2013,-30,13,13,52154,194,194,detected by radial velocity,,HD 181433,291.2916667,-66.4688889,8.38,,6.66,6.24,6.09,26.15,0.33,0.78,,K3IV,,4962
HD 181720 b,0.37,,,,,,956,14,14,1.78,,,0.26,0.06,0.06,0.031786,1,0.9,0.9,,,,,,,,,,,,,,,,,1,2009,1/11/2011,177,12,12,2453631,30,30,detected by radial velocity,,HD 181720,290.7208333,-32.9191667,7.86,,,,,56,-0.53,0.92,,G1V,,5781
HD 183263 b,3.67,0.3,0.3,,,,626.5,1.1,1.1,1.51,0.087,0.087,0.357,0.09,0.09,0.028491,,,,,,,,,,,,,,,,,,,,1,2004,12/17/2010,233.5,2.3,2.3,54343.12,0.31,0.31,detected by radial velocity,,HD 183263,292.1,8.3577778,7.86,,,,,53,0.3,1.17,1.21,G2IV,8.1,5888
HD 183263 c,3.82,0.59,0.59,,,,2950,340,340,4.25,0.47,0.47,0.253,0.076,0.076,0.080189,,,,,,,,,,,,,,,,,,,,1,2008,12/10/2008,339.6,9.1,9.1,11910,120,120,detected by radial velocity,,HD 183263,292.1,8.3577778,7.86,,,,,53,0.3,1.17,1.21,G2IV,8.1,5888
HD 185269 b,0.94,,,,,,6.838,0.001,0.001,0.077,,,0.3,0.04,0.04,0.001638,,,,,,,,,,,,,,,,,,,,1,2006,8/16/2006,173,6.8,6.8,2453154.1,0.18,0.18,detected by radial velocity,,HD 185269,294.3,28.5,6.67,,,,,47,0.11,1.28,1.88,G0IV,4.2,5980
HD 187085 b,0.75,,,,,,986,,,2.05,,,0.47,,,0.045576,,,,,,,,,,,,,,,,,,,,1,2006,12/22/2010,94,,,2450912,,,detected by radial velocity,,HD 187085,297.3875,-37.7805556,7.22,,,,,44.98,0.05,1.22,,G0 V,3.3,6075
HD 187123 b,0.52,0.04,0.04,,,,3.0965828,7.80E-06,7.80E-06,0.0426,0.0025,0.0025,0.01,0.006,0.006,0.000852,,,,,,,,,,,,,,,,,,,,1,1998,5/20/2013,25,,,52111.7,3,3,detected by radial velocity,,HD 187123,296.7375,34.4208333,7.86,,,,,50,0.16,1.06,1.17,G5,5.33,5714
HD 187123 c,1.99,0.25,0.25,,,,3810,420,420,4.89,0.53,0.53,0.252,0.033,0.033,0.0978,,,,,,,,,,,,,,,,,,,,3,1998,5/20/2013,250,170,170,53580.04,30,30,detected by radial velocity,,HD 187123,296.7375,34.4208333,7.86,,,,,50,0.16,1.06,1.17,G5,5.33,5714
HD 18742 b,2.7,0.3,0.3,,,,772,11,11,1.92,0.05,0.05,0.23,inf,nan,0.014222,,,,,,,,,,,,,,,,,,,,1,2011,9/2/2011,102,50,50,2455200,110,110,detected by radial velocity,,HD 18742,45.0458333,-20.8025,7.97,,,,,135,-0.04,1.6,4.9,G9IV,2.3,5048
HD 188015 b,1.26,,,,,,456.46,9.12,9.12,1.19,,,0.15,0.09,0.09,0.022624,,,,,,,,,,,,,,,,,,,,1,2004,12/30/2010,293,35.7,35.7,2451883.51,53.37,53.37,detected by radial velocity,,HD 188015,298.0166667,28.1002778,8.22,,,,,52.6,0.29,1.09,1.1,G5IV,6.2,5520
HD 189567 b,0.0316,0.0034,0.0034,,,,14.275,0.0052,0.0052,0.1099,0.0018,0.0018,0.23,0.14,0.14,0.006209,,,,,,,,,,,,,,,,,,,,2,2011,9/12/2011,,,,,,,detected by radial velocity,,HD 189567,301.3875,-67.3208333,6.07,,,,,17.7,,,,G2V,,
HD 189733 b,1.138,0.025,0.025,1.138,0.077,0.077,2.21857312,7.60E-07,7.60E-07,0.03142,0.00052,0.00052,0.0041,0.002,0.002,0.001628,85.51,0.05,0.05,2453988.803,0.00024,0.00024,,,,,,,,,,,,,,1,2005,8/5/2013,,,,,,,detected by transit,H2O; CH4; CO; Na; H; H; H2O,HD 189733,300.1791667,22.7108333,7.67,,,,,19.3,-0.03,0.8,0.788,K1-K2,0.6,4980
HD 190360 b,1.502,0.13,0.13,,,,2891,85,85,3.92,0.2,0.2,0.36,0.03,0.03,0.246696,,,,,,,,,,,,,,,,,,,,1,2003,5/20/2013,12.4,9.3,9.3,110628.1,99.8,99.8,detected by radial velocity,,HD 190360,300.9041667,29.8966667,5.71,,,,,15.89,0.24,1.04,1.2,G6 IV,12.11,5588
HD 190360 c,0.057,0.015,0.015,,,,17.1,0.015,0.015,0.128,0.002,0.002,0.01,0.1,0.1,0.008055,,,,,,,,,,,,,,,,,,,,1,2005,5/20/2013,153.7,32,32,11000.07,0.9,0.9,detected by radial velocity,,HD 190360,300.9041667,29.8966667,5.71,,,,,15.89,0.24,1.04,1.2,G6 IV,12.11,5588
HD 190647 b,1.9,0.06,0.06,,,,1038.1,4.9,4.9,2.07,0.06,0.06,0.18,0.02,0.02,0.038192,,,,,,,,,,,,,,,,,,,,1,2007,4/7/2007,232.5,9.4,9.4,53868,24,24,detected by radial velocity,,HD 190647,301.8333333,-35.5386111,7.78,,,,,54.2,0.24,1.1,,G5,2,5628
HD 190984 b,3.1,,,,,,4885,,,5.5,,,0.57,0.1,0.1,0.053398,,,,,,,,,,,,,,,,,,,,2,2009,11/6/2010,318,5,5,2449572,1600,1600,detected by radial velocity,,HD 190984,302.8791667,-64.6205556,8.76,,,,,103,-0.48,0.91,1.53,F8V,,5988
HD 192263 b,0.733,0.015,0.015,,,,24.3587,0.0022,0.0022,0.15312,0.00095,0.00095,0.008,0.014,0.014,0.007694,,,,,,,,,,,,,,,,,,,,1,1999,6/12/2012,184,90,90,2451796.9,6.8,6.8,detected by radial velocity,,HD 192263,303.5,0.8669444,7.79,,,,,19.9,-0.2,0.81,0.75,K2 V,0.57,4965
HD 192310 c,0.075,0.016,0.016,,,,525.8,9.2,9.2,1.18,0.025,0.025,0.32,0.11,0.11,0.133787,,,,,,,,,,,,,,,,,,,,1,2011,7/4/2013,110,21,21,2455151.026,,,detected by radial velocity,,HD 192310,303.8208333,-27.0330556,5.73,,,,,8.82,-0.04,0.8,0.68,K3V,7.81,5166
HD 192699 b,2.5,,,,,,351.5,6,6,1.16,,,0.149,0.06,0.06,0.017313,,,,,,,,,,,,,,,,,,,,1,2007,4/20/2007,54,30,30,2452994,30,30,detected by radial velocity,,HD 192699,304.025,4.5808333,6.44,,,,,67,-0.15,1.68,4.25,G8IV,1.8,5220
HD 195019 b,3.7,0.3,0.3,,,,18.20163,0.0004,0.0004,0.1388,0.008,0.008,0.014,0.0044,0.0044,0.003715,,,,,,,,,,,,,,,,,,,,1,1998,11/25/2006,322,20,20,11015,1.2,1.2,detected by radial velocity,,HD 195019,307.0708333,18.77,6.91,,,,,37.36,0.08,1.06,1.38,G3 IV-V,5.33,5787
HD 196050 b,2.83,,,,,,1316.24,,,2.47,,,0.21,,,0.052665,,,,,,,,,,,,,,,,,,,,1,2002,12/22/2010,223,,,51033,,,detected by radial velocity,,HD 196050,309.4625,-60.6344444,7.5,,,,,46.9,0.23,1.17,1.29,G3 V,3.17,5874
HD 196067 b,6.9,3.9,1.1,,,,3638,232,185,5.02,0.19,0.19,0.66,0.18,0.09,,,,,,,,,,,,,,,,,,,,,2,2011,11/30/2012,148.2,7.8,7.8,2453375,225,225,detected by radial velocity,,HD 196067,310.4333333,-75.3508333,6.02,,,,,44.3,,,,G0V,,
HD 196885 A b,2.98,0.05,0.05,,,,1326,3.7,3.7,2.6,0.1,0.1,0.48,0.02,0.02,0.078788,,,,,,,,,,,,,,,,,,,,1,2007,12/11/2012,93.2,3,3,11902,11,11,detected by radial velocity,,HD 196885 A,309.9625,11.2494444,6.4,,,,,33,0.29,1.33,1.79,F8V,2,6340
HD 197037 b,0.79,0.05,0.05,,,,1035.7,13,13,2.07,0.05,0.05,0.22,0.07,0.07,0.062727,,,,,,,,,,,,,,,,,,,,1,2012,2/4/2012,298,26,26,2451353.1,86,86,detected by radial velocity,,HD 197037,309.8875,42.2486111,6.81,,,,,33,-0.2,1.11,,F7V,1.9,6150
HD 19994 b,1.68,,,,,,535.7,3.1,3.1,1.42,,,0.3,0.04,0.04,0.06345,,,,,,,,,,,,,,,,,,,,1,2003,12/18/2012,41,8,8,50944,12,12,detected by radial velocity,,HD 19994,48.1916667,-1.1958333,5.07,,,,,22.38,0.25,1.34,1.93,F8 V,8.91,5984
HD 20003 b,0.0378,0.0031,0.0031,,,,11.849,0.0028,0.0028,0.0974,0.0016,0.0016,0.4,0.08,0.08,0.002224,,,,,,,,,,,,,,,,,,,,1,2011,9/12/2011,,,,,,,detected by radial velocity,,HD 20003,46.9083333,-72.3219444,8.37,,,,,43.8,,,,G8V,,
HD 20003 c,0.0422,0.004,0.004,,,,33.823,0.0654,0.0654,0.1961,0.0032,0.0032,0.16,0.09,0.09,0.004477,,,,,,,,,,,,,,,,,,,,1,2011,9/12/2011,,,,,,,detected by radial velocity,,HD 20003,46.9083333,-72.3219444,8.37,,,,,43.8,,,,G8V,,
HD 200964 b,1.85,-0.08,0.14,,,,613.8,1.4,1.4,1.601,0.002,0.002,0.04,0.02,0.02,0.023406,,,,,,,,,,,,,,,,,,,,1,2010,7/28/2010,288,111.9,111.9,2454900,89.3,89.3,detected by radial velocity,,HD 200964,316.6666667,3.8030556,6.64,,,,,68.4,-0.15,1.44,4.3,KO,3,5164
HD 200964 c,0.9,0.06,0.12,,,,825,3.1,3.1,1.95,0.005,0.005,0.181,0.017,0.017,0.028509,,,,,,,,,,,,,,,,,,,,1,2010,7/28/2010,182.6,57.1,57.1,2455000,54.6,54.6,detected by radial velocity,,HD 200964,316.6666667,3.8030556,6.64,,,,,68.4,-0.15,1.44,4.3,KO,3,5164
HD 202206 b,17.4,,,,,,255.87,0.06,0.06,0.83,,,0.435,0.001,0.001,0.017911,,,,,,,,,,,,,,,,,,,,1,2002,12/30/2010,161.18,0.3,0.3,,,,detected by radial velocity,,HD 202206,318.7375,-20.7891667,8.08,,,,,46.34,0.37,1.13,1.02,G6 V,2.04,5750
HD 202206 c,2.44,,,,,,1383.4,18.4,18.4,2.55,,,0.267,0.021,0.021,0.055028,,,,,,,,,,,,,,,,,,,,1,2004,12/30/2010,78.99,6.65,6.65,,,,detected by radial velocity,,HD 202206,318.7375,-20.7891667,8.08,,,,,46.34,0.37,1.13,1.02,G6 V,2.04,5750
HD 20367 b,1.07,,,,,,500,6,6,1.25,,,0.23,0.1,0.1,0.046296,,,,,,,,,,,,,51786,32,32,,,,,1,2002,12/16/2010,83,26,26,,,,detected by radial velocity,,HD 20367,49.4166667,31.1269444,6.41,,,,,27,0.1,1.04,1.18,G0,0.87,6128
HD 2039 b,4.9,1,1,,,,1183,150,150,2.2,0.2,0.2,0.67,0.1,0.1,0.024499,,,,,,,,,,,,,,,,,,,,1,2002,10/7/2009,333,15,15,1183,150,150,detected by radial velocity,,HD 2039,6.0833333,-56.65,9.01,,,,,89.8,0.1,0.98,1.21,G2/G3 IV-V,5.28,5947
HD 204313 b,3.55,0.2,0.2,,,,1920.1,25,25,3.04,0.06,0.06,0.23,0.04,0.04,0.064176,,,,,,,,,,,,,,,,,,,,1,2009,5/22/2012,298,6,6,2452111.6,28,28,detected by radial velocity,,HD 204313,322.05,-21.7263889,7.99,,,,,47.37,0.18,1.045,,G5V,3.38,5767
HD 204313 c,0.054,0.0054,0.0054,,,,34.873,0.0388,0.0388,0.2103,0.0035,0.0035,0.17,0.09,0.09,0.00444,,,,,,,,,,,,,,,,,,,,2,2011,9/12/2011,,,,,,,detected by radial velocity,,HD 204313,322.05,-21.7263889,7.99,,,,,47.37,0.18,1.045,,G5V,3.38,5767
HD 204313 d,1.68,0.3,0.3,,,,2831.6,150,150,3.93,0.14,0.14,0.28,0.09,0.09,0.082964,,,,,,,,,,,,,,,,,,,,1,2012,5/22/2012,247,16,16,2456376.9,176,176,detected by radial velocity,,HD 204313,322.05,-21.7263889,7.99,,,,,47.37,0.18,1.045,,G5V,3.38,5767
HD 204941 b,0.266,0.032,0.032,,,,1733,74,74,2.56,0.08,0.08,0.37,0.08,0.08,0.094815,,,,,,,,,,,,,,,,,,,,1,2011,8/2/2011,-132,18,18,2456015,92,92,detected by radial velocity,,HD 204941,323.1,-20.9575,8.45,,,,,27,-0.19,0.74,0.72,,6.67,5056
HD 205739 b,1.37,0.09,0.07,,,,279.8,0.1,0.1,0.896,0.015,0.015,0.27,0.07,0.07,0.009922,,,,,,,,,,,,,,,,,,,,1,2008,9/8/2008,301,8,8,3390.7,0.7,0.7,detected by radial velocity,,HD 205739,324.5333333,-31.7375,8.56,,7.59,7.35,7.23,90.3,0.19,1.22,1.33,F7V,2.84,6176
HD 206610 b,2.2,0.1,0.1,,,,610,13,13,1.68,0.05,0.05,0.229,0.058,0.058,0.00866,,,,,,,,,,,,,,,,,,,,2,2010,3/19/2010,296,10,10,2454677,20,20,detected by radial velocity,,HD 206610,325.8541667,-7.4083333,8.34,,,,,194,0.14,1.56,6.1,K0,3,4874
HD 20781 b,0.0379,0.0035,0.0035,,,,29.15,0.0201,0.0201,0.169,0.0028,0.0028,0.11,0.06,0.06,0.004774,,,,,,,,,,,,,,,,,,,,1,2011,9/12/2011,,,,,,,detected by radial velocity,,HD 20781,50.0125,-28.7838889,8.44,,,,,35.4,,,,G9.5V,,
HD 20781 c,0.0496,0.0038,0.0038,,,,85.131,0.1161,0.1161,0.3456,0.0047,0.0047,0.28,0.09,0.09,0.009763,,,,,,,,,,,,,,,,,,,,1,2011,9/12/2011,,,,,,,detected by radial velocity,,HD 20781,50.0125,-28.7838889,8.44,,,,,35.4,,,,G9.5V,,
HD 20782 b,1.9,0.5,0.5,,,,591.9,2.8,2.8,1.381,0.005,0.005,0.97,0.01,0.01,0.03834,,,,,,,,,,,,,,,,,,,,1,2006,10/10/2008,147.7,6.5,6.5,1083.8,8.2,8.2,detected by radial velocity,,HD 20782,50.0125,-28.8538889,7.38,,,,,36.02,-0.05,1,,G2 V,7.1,5578
HD 207832 b,0.56,0.06,0.03,,,,161.97,0.97,0.78,0.57,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,,,1,2012,1/17/2013,,,,,,,detected by radial velocity,,HD 207832,328.15,-26.0267,8.79,,,,,54.4,0.06,0.94,0.901,G5V,4.5,5710
HD 207832 c,0.73,0.18,0.06,,,,1155.7,71,37,2.112,0.087,0.045,,,,,,,,,,,,,,,,,,,,,,,,1,2012,1/17/2013,,,,,,,detected by radial velocity,,HD 207832,328.15,-26.0267,8.79,,,,,54.4,0.06,0.94,0.901,G5V,4.5,5710
HD 20794 b,0.0085,0.00094,0.00094,,,,18.315,0.008,0.008,0.1207,0.002,0.002,0,,,0.019917,,,,,,,,,,,,,,,,,,,,1,2011,8/3/2012,,,,,,,detected by radial velocity,,HD 20794,49.9833333,-43.0697222,4.26,,,,,6.06,-0.38,0.85,0.9,G8V,14,5490
HD 20794 c,0.0076,0.0013,0.0013,,,,40.114,0.053,0.053,0.2036,0.0034,0.0034,0,,,0.033597,,,,,,,,,,,,,,,,,,,,1,2011,8/3/2012,,,,,,,detected by radial velocity,,HD 20794,49.9833333,-43.0697222,4.26,,,,,6.06,-0.38,0.85,0.9,G8V,14,5490
HD 20794 d,0.015,0.0019,0.0019,,,,90.309,,,0.3499,0.0059,0.0059,0,,,0.057739,,,,,,,,,,,,,,,,,,,,1,2011,8/3/2012,,,,,,,detected by radial velocity,,HD 20794,49.9833333,-43.0697222,4.26,,,,,6.06,-0.38,0.85,0.9,G8V,14,5490
HD 208487 b,0.413,0.05,0.05,,,,129.8,0.4,0.4,0.51,0.02,0.02,0.21,0.09,0.09,0.011333,,,,,,,,,,,,,,,,,,,,1,2004,12/24/2010,123,40,40,51008,13,13,detected by radial velocity,,HD 208487,329.3291667,-37.7636111,7.48,,,,,45,-0.06,1.3,1.15,G2V,3.88,5929
HD 208527 b,9.9,1.7,1.7,,,,875.5,5.8,5.8,2.1,0.2,0.2,0.08,0.04,0.04,,,,,,,,,,,,,,,,,,,,,1,2012,11/12/2012,278,19.5,19.5,2450745.3,45.7,45.7,detected by radial velocity,,HD 208527,329.1,21.24,6.4,,,,,320.2,-0.09,1.6,51.1,M1III,2,4035
HD 20868 b,1.99,0.05,0.05,,,,380.85,0.09,0.09,0.947,0.012,0.012,0.75,0.002,0.002,0.019366,,,,,,,,,,,,,,,,,,,,1,2008,10/28/2008,356.2,0.4,0.4,54451.52,0.1,0.1,detected by radial velocity,,HD 20868,50.1791667,-33.73,9.92,,,,,48.9,0.04,0.78,0.79,K3/4IV,4.5,4795
HD 209458 b,0.714,0.017,0.017,1.38,0.018,0.018,3.52474859,3.80E-07,3.80E-07,0.04747,0.00055,0.00055,0.0004,0.003,0.003,0.00101,86.59,0.046,0.046,2453344.768,0.000617,0.000617,,,,,,,2765.79,0.021,0.021,,,,,1,1999,12/6/2013,83,,,,,,detected by transit,H2O; H; Na; TiO; VO; H; Mg,HD 209458,330.7916667,18.8844444,7.65,,,,,47,0.02,1.148,1.146,G0 V,4,6075
HD 210277 b,1.23,0.03,0.03,,,,442.1,0.4,0.4,1.1,0.02,0.02,0.472,0.011,0.011,0.051667,,,,,,,,,,,,,,,,,,,,1,1998,9/6/2006,118.2,1.9,1.9,50988.2,1.6,1.6,detected by radial velocity,,HD 210277,332.3708333,-7.5422222,6.63,,,,,21.29,0.19,1.09,1.1,G0,6.93,5532
HD 210702 b,1.9,,,,,,354.8,1.1,1.1,1.2,,,0.152,0.08,0.08,0.020893,,,,,,,,,,,,,,,,,,,,1,2007,9/1/2012,301,30,30,2452205,45,45,detected by radial velocity,,HD 210702,332.9625,16.0405556,5.93,,,,,56,0.12,1.68,5.1,K1IV,1.4,5010
HD 212301 b,0.45,,,,,,2.245715,2.80E-05,2.80E-05,0.036,,,0,,,0.000683,,,,,,,,,,,,,53549.195,0.004,0.004,,,,,2,2005,12/23/2010,,,,,,,detected by radial velocity,,HD 212301,336.875,-77.7177778,7.77,,,,,52.7,0.18,1.05,,F8 V,5.9,5998
